"Datums","Sasniedzamais rezultāts","Uzdots","Temats","Kopsavilkums"
"15.09.2025","Aritmētiskā progresija. SR: prot lietot aritmētiskās progresijas vispārīgā locekļa formulu- aprēķina diferenci un prasītos virknes locekļus.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...",,"Virknes un progresijas.","1.temats"
"15.09.2025","Aritmētiskā progresija. SR: prot lietot aritmētiskās progresijas vispārīgā locekļa formulu- aprēķina diferenci un prasītos virknes locekļus.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","no 122.lpp. līdz 127.lpp.izlasīt teorētisko materiālu;
atrisināt 10.; 12.d; 13.b; 15.cd; 18.; 19. (129.lpp.)
16.09.2025","Virknes un progresijas.","1.temats"
"16.09.2025","Aritmētiskā progresija. SR: prot lietot aritmētiskās progresijas vispārīgā locekļa formulu- aprēķina diferenci un prasītos virknes locekļus.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","Izlasīt 129.-134.lpp.; izpildīt 6.; 11.; 12. (136.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
17.09.2025","Virknes un progresijas.","1.temats"
"17.09.2025","Aritmētiskā progresija. SR: prot lietot aritmētiskās progresijas vispārīgā locekļa formulu- aprēķina diferenci un prasītos virknes locekļus.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","izlasīt atkārtojumu par airtmētiskās progresijas pirmo n locekļu summu (142.-148.lpp.); atrisināt 2.; 3.; un 7. (149.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
19.09.2025","Virknes un progresijas.","1.temats"
"19.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
10.-13. (149.lpp.) atrisināt uzdevumus pēc spējām; izlasīt 150.-154.lpp.; atrisināt 1.; 2.; 3. (155.lpp.)
22.09.2025","Virknes un progresijas.","1.temats"
"22.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.",,"Virknes un progresijas.","1.temats"
"22.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.",,"Virknes un progresijas.","1.temats"
"22.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","6.d; 7.b; 9. 11. (160.lpp.); pēc izvēles 12. un 13. (160.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
23.09.2025","Virknes un progresijas.","1.temats"
"23.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...","1.-6. uzd. (165.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
24.09.2025","Virknes un progresijas.","1.temats"
"24.09.2025","Aritmētiskās progresijas pirmo n locekļu summa. SR: prot lietot aritmētiskās progresijas pirmo n locekļu summas formulu- aprēķina summu, pirmo locekli, n-to virknes loceki.","1.-3. (169.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
26.09.2025","Virknes un progresijas.","1.temats"
"26.09.2025","Ģeometriskā progresija. SR: zina, kādu virkni sauc par ģeometrisko progresiju; prot aprēķināt kvocientu; prot aprēķināt prasīto virknes locekli.
https://app.soma.lv/v2/e-gramatas/matematika-d73567eb-120f-404d-9171-b...","izlasīt teorētisko materiālu no 129.-139.lpp.
https://app.soma.lv/v2/e-gramatas/matematika-d73567eb-120f-404d-9171-b...
7.57.bf; 7.58.bf; 7.59.bf
26.09.2025","Virknes un progresijas.","1.temats"
"29.09.2025","Ģeometriskā progresija. SR: izmanto ģeometrisko progresiju praktiska satura un ģeometriska satura uzdevumos; prot aprēķināt kvocientu; prot aprēķināt prasīto virknes locekli.",,"Virknes un progresijas.","1.temats"
"29.09.2025","Ģeometriskā progresija. SR: izmanto ģeometrisko progresiju praktiska satura un ģeometriska satura uzdevumos; prot aprēķināt kvocientu; prot aprēķināt prasīto virknes locekli.",,"Virknes un progresijas.","1.temats"
"29.09.2025","Ģeometriskā progresija. SR: izmanto ģeometrisko progresiju praktiska satura un ģeometriska satura uzdevumos; prot aprēķināt kvocientu; prot aprēķināt prasīto virknes locekli.","170.lpp. 7.; 8.; 11.; 14.; 171.lpp. 17. un 18.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
30.09.2025","Virknes un progresijas.","1.temats"
"30.09.2025","Virknes. SR: izmanto virknes praktiska satura un ģeometriska satura uzdevumos; prot pamatot virknes īpašības.","gatavoties pārbaudes darbam par virknēm; 43.; 44.; 47.; 48. (173.lpp.)
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-3-dala/pdf?page=...
1.10.2025","Virknes un progresijas.","1.temats"
"1.10.2025","Virknes. SR: saskata virknes veidošanas likumsakarības; apraksta virkni dažādos veidos (ar formulu, kur izmanto iepriekšējo virknes locekli un ar formulu, kur izmanto virknes locekļa numuru; ar tabulu; ar secīgu rindu; ar grafiku; kā modeli); izpēta doto virkni un izvirza hipotēzi par virknes vispārīgā locekļa formulu; aprēķina nākamos vai iepriekšējos virknes locekļus; noskaidro vai skaitlis ir dotajā virknē; aprēķina aritmētiskās progresijas diferenci, lietojot vispārīgā locekļa formulu,",,"Virknes un progresijas.","1.temats"
"3.10.2025","Proporcionāli nogriežņi. SR: zina, kādus nogriežņus sauc par proporcionāliem nogriežņiem; izmanto nogriežņu proporciju uzdevumos.",,"Līdzīgi trijstūri.","2.temats"
"6.10.2025","Talesa teorēma. SR: zina Talesa teorēmu , izmanto to nogriežņa dalīšanā vienādās daļās.","No MG 48.-49.lpp. izlasīt teorētisko materiālu; uz stundu paņemt līdzi cirkuli un transportieri
6.10.2025","Līdzīgi trijstūri.","2.temats"
"6.10.2025","Proporcionāli nogriežņi. SR: zina, kādus nogriežņus sauc par proporcionāliem nogriežņiem; izmanto nogriežņu proporciju uzdevumos.",,"Līdzīgi trijstūri.","2.temats"
"6.10.2025","Proporcionāli nogriežņi. SR: zina, kādus nogriežņus sauc par proporcionāliem nogriežņiem; izmanto nogriežņu proporciju uzdevumos.","Pārbaudes darba par virknēm kļūdu labojums
7.10.2025","Līdzīgi trijstūri.","2.temats"
"7.10.2025","Pārbaudes darba par virknēm kļūdu analīze. SR: atrisina neatrisinātos pārbaudes darba uzdevumus.",,"Līdzīgi trijstūri.","2.temats"
"8.10.2025","Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzralstīt atbilstošo malu attiecību.","No MG 54.-55.lpp. izlasīt par līdzīgiem trijstūriem; 13. bd (56.lpp.)
10.10.2025","Līdzīgi trijstūri.","2.temats"
"10.10.2025","Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzrakstīt atbilstošo malu attiecību; noskaidrot, vai trijstūri ar dotiem malu garumiem ir līdzīgi; prot aprēķināt nezināmo trijstūra malu; perimetru vai laukumu.","15.b.; 16.bd (57.lpp.)
13.10.2025","Līdzīgi trijstūri.","2.temats"
"13.10.2025","Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzrakstīt atbilstošo malu attiecību; noskaidrot, vai trijstūri ar dotiem malu garumiem ir līdzīgi; prot aprēķināt nezināmo trijstūra malu; perimetru vai laukumu.",,"Līdzīgi trijstūri.","2.temats"
"13.10.2025","Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzrakstīt atbilstošo malu attiecību; noskaidrot, vai trijstūri ar dotiem malu garumiem ir līdzīgi; prot aprēķināt nezināmo trijstūra malu; perimetru vai laukumu.",,"Līdzīgi trijstūri.","2.temats"
"13.10.2025","Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzrakstīt atbilstošo malu attiecību; noskaidrot, vai trijstūri ar dotiem malu garumiem ir līdzīgi; prot aprēķināt nezināmo trijstūra malu; perimetru vai laukumu.","31.; 33. (62.lpp.)
14.10.2025","Līdzīgi trijstūri.","2.temats"
"14.10.2025","Patstāvīgais darbs- Līdzīgi trijstūri. SR: zina, kas ir līdzīgi trijstūri un kas ir līdzības koeficients; prot uzrakstīt atbilstošo malu attiecību; noskaidrot, vai trijstūri ar dotiem malu garumiem ir līdzīgi; prot aprēķināt nezināmo trijstūra malu; perimetru vai laukumu.","34.; 35. (62.-63.lpp.)
15.10.2025","Līdzīgi trijstūri.","2.temats"
"15.10.2025","Trijstūru līdzības pazīmes. SR; zina trijstūru līdzības pazīmes; pamato, vai trijstūri ir līdzīgi.; aprēķina līdzīgu trijstūru nezināmās malas, perimetru un laukumu.","43.; 44. (63.lpp.)
17.10.2025","Līdzīgi trijstūri.","2.temats"
"17.10.2025","Trijstūru līdzības pazīmes. SR; zina trijstūru līdzības pazīmes; pamato, vai trijstūri ir līdzīgi.; aprēķina līdzīgu trijstūru nezināmās malas, perimetru un laukumu.","no stundā izdalītās lapas atrisināt pirmos 4 uzdevumus (skatīt pievienoto failu)
 9kl-DL-lidzigi trijsturi.pdf
20.10.2025","Līdzīgi trijstūri.","2.temats"
"27.10.2025","Trijstūru līdzības pazīmes. SR; zina trijstūru līdzības pazīmes; pamato, vai trijstūri ir līdzīgi.; aprēķina līdzīgu trijstūru nezināmās malas, perimetru un laukumu.",,"Līdzīgi trijstūri.","2.temats"
"27.10.2025","Trijstūru līdzības pazīmes. SR; zina trijstūru līdzības pazīmes; pamato, vai trijstūri ir līdzīgi.; aprēķina līdzīgu trijstūru nezināmās malas, perimetru un laukumu.",,"Līdzīgi trijstūri.","2.temats"
"27.10.2025","Trijstūru līdzības pazīmes. SR; zina trijstūru līdzības pazīmes; pamato, vai trijstūri ir līdzīgi.; aprēķina līdzīgu trijstūru nezināmās malas, perimetru un laukumu.","no pievienotā faila otrās puses 7., 8. un 9. (10. un 11.pēc izvēles)
 9kl-DL-lidzigi trijsturi-2.pdf
28.10.2025","Līdzīgi trijstūri.","2.temats"
"28.10.2025","Praktiska satura uzdevumi, kuros jāizmanto trijstūru līdzība. SR: izveido situācijai atbilstošu matemātisko modeli; izmantojot trijstūru līdzību, aprēķina prasītos lielumus.","gatavoties pārbaudes darbam par līdzīgiem trijstūriem
 9kl-DL-prakt-uzd-lidziba.pdf
29.10.2025","Līdzīgi trijstūri.","2.temats"
"29.10.2025","Līdzīgi trijstūri. SR: zina, kas ir proporcija un proporcionāli nogriežņi;  aprēķina proporcionālu nogriežņu garumu; zina, kas ir līdzīgi trijstūri un kas ir trijstūru līdzības koeficients; zina, kāda sakarība pastāv starp līdzīgu trijstūru malām, perimetriem un laukumiem; izmanto sakarības, kas pastāv līdzīgos trijstūros, lai aprēķināt trijstūra malu , perimetru vai laukumu; zina, kādas ir trijstūru līdzības pazīmes un izmanto tās, lai pierādītu trijstūru līdzību.",,"Līdzīgi trijstūri.","2.temats"
"31.10.2025","Trijstūra viduslīnija. SR: zina, kas ir trijhstūra viduslīnija; lieto trijstūra viduslīnijas īpašības; zina un lieto trijstūra viduslīnijas pazīmi.
https://app.soma.lv/v2/e-gramatas/matematika-9-klasei-1-dala-2024-13c0...","no uzdevumu lapām 10.; 11.; 13.
 9kl-DL-trijstura-viduslinija.pdf
3.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"3.11.2025","Trijstūra viduslīnija. SR: zina, kas ir trijhstūra viduslīnija; lieto trijstūra viduslīnijas īpašības; zina un lieto trijstūra viduslīnijas pazīmi.",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"3.11.2025","Trijstūra viduslīnija. SR: zina, kas ir trijhstūra viduslīnija; lieto trijstūra viduslīnijas īpašības; zina un lieto trijstūra viduslīnijas pazīmi.",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"3.11.2025","Trijstūra viduslīnija. SR: zina, kas ir trijhstūra viduslīnija; lieto trijstūra viduslīnijas īpašības; zina un lieto trijstūra viduslīnijas pazīmi.","Pārbaudes darba par līdzīgiem trijstūriem kļūdu labojums
4.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"4.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības.","No pievienotā faila atrisināt pirmos 5 uzdevumus
 9kl-DL-taisnl-trijsturi-1.pdf
5.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"5.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības.","No pievienotā faila atrisināt otrās puses 11.; 12.; 13.; pēc izvēles atrisināt 14. un 15.
7.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"7.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības.","No uzdevumu lapām trisināt pēdējos trīz uzdevumus (9.; 10.; 11.)
8.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"8.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskoas kalkulatorus.",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"8.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskoas kalkulatorus.","No stundā izdalītajām lapām (skatīt pievienoto failu) atrisināt pirmās lappuses (stabiņa) uzdevumus
 9kl-DL-taisnl-trijsturi-2.pdf
10.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"10.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskoas kalkulatorus.",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"10.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskos kalkulatorus.","no pievienotā faila 3. stabiņa atrisināt pēdējos 4 uzdevumus
 9kl-DL-taisnl-trijsturi-2.pdf
11.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"10.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskoas kalkulatorus.",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"11.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskos kalkulatorus.","no pievienotā faila 4. stabiņa atrisināt pēdējos 4 uzdevumus
 9kl-DL-taisnl-trijsturi-2.pdf
12.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"12.11.2025","Sakarības taisnleņķa trijstūrī. SR: zina un lieto Pitagora teorēmu, zina un lieto šaurā leņķa trigonometriskās attiecības; aprēķinos izmanto zinātniskos kalkulatorus."," 9kl-DL-taisnl-trijsturi-3.pdf
14.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"14.11.2025","Taisnleņķa trijstūra izmantošana uzdevumos par četrstūriem. SR: aprēķina dažādu četrstūru elementus un laukumu, izmantojot sakarības taisnleņķa trijstūrī.","no pievienotā faila 3.stabiņa atrisināt pirmos 5 uzdevumus;
17.11.2025","Sakarības taisnleņķa trijstūrī. ","3.temats"
"19.11.2025","Trijstūra viduslīnija un sakarības taisnleņķa trijstūros. SR: zina, kas ir trijstūra viduslīnija un tās īpašības; zina Pitagora teorēmu, lieto to taisnleņķa trijstūra malu aprēķināšanā un taisnleņķa trijstūra pamatošanā; zina, kas ir sinuss, kosinuss, tangenss, kotangens; lieto trigonometriskās sakarības malu un leņķu aprēķināšanā; aprēķinos izmanto zinātnisko kalkulatoru; zina un lieto trijstūra, taisnstūra, paralelograma, romba un trapeces laukuma aprēķināšanas formulas.
 ",,"Sakarības taisnleņķa trijstūrī. ","3.temats"
"21.11.2025","Taisnleņķa trijstūra izmantošana uzdevumos par četrstūriem. SR: aprēķina dažādu četrstūru elementus un laukumu, izmantojot sakarības taisnleņķa trijstūrī.","Pēdējā stabiņa 10.; 2. un 4. uzdevums
24.11.2025","Kvadrātfunkcijas.","4.temats"
"24.11.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.",,"Kvadrātfunkcijas.","4.temats"
"24.11.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.",,"Kvadrātfunkcijas.","4.temats"
"24.11.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.","Pabeigt risināt otrā stabiņa uzdevums
 9kl-DL-kvadr-vienad-1.pdf
25.11.2025","Kvadrātfunkcijas.","4.temats"
"25.11.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.","3.stabiņa 5.; 6.; 7.; 8.uzdevumi
 9kl-DL-kvadr-vienad-1.pdf
26.11.2025","Kvadrātfunkcijas.","4.temats"
"26.11.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.","No pievienotā faila 4.stabiņa atrisināt 5. un 6.uzdevumus.; pēc izvēles atrisināt 10.; 11.; 7.; 8.; 9.uzdevmus
28.11.2025","Kvadrātfunkcijas.","4.temats"
"28.11.2025","Dažādu kvadrātvienādojumu risināšana. SR: izvēlas atbilstošako metodi un atrisina kvadrātvienādojumu.","1.stabiņa 6.; 7.; 8.uzdevumi, kur jāatrisina vienādojumi; pēc izvēles 8. un 9.uzdevums (abi ir pierādījuma uzdevumi)
 9kl-DL-kvadr-vienad-2.pdf
1.12.2025","Kvadrātfunkcijas.","4.temats"
"1.12.2025","Kvadrātvienādojumu rizināšana izmantojot palīgvienādojumu. SR: kvadrātvienādojuma atrisināšanā izmanto palīgvienādojumu.",,"Kvadrātfunkcijas.","4.temats"
"1.12.2025","Kvadrāttrinoma sadalīšna reizinātājos. SR: sadala kvadrāttrinomu reizinātājos.",,"Kvadrātfunkcijas.","4.temats"
"1.12.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojums; kas ir kvadrātvienādojuma sakne; atrisina nepilnos kvadrātvienādojumus.","2.stabiņa uzdevums; pabeigt 2.stabiņa 3.; 4.; 5.uzdevumus; 3.stabiņa 4. uzdevums
2.12.2025","Kvadrātfunkcijas.","4.temats"
"2.12.2025","Teksta uzdevumu risināšana. SR: izveido situācijai atbilstošu matemātisko modeli (sastāda vienādojumu) un atrisina teksta uzdevumu.","3.stabiņa uzdevumi
3.12.2025","Kvadrātfunkcijas.","4.temats"
"3.12.2025","Teksta uzdevumu risināšana. SR: izveido situācijai atbilstošu matemātisko modeli (sastāda vienādojumu) un atrisina teksta uzdevumu.","4.stabiņa uzdevumi
5.12.2025","Kvadrātfunkcijas.","4.temats"
"5.12.2025","Kvadrātfunkcijas. SR: no dotā funkcijas grafika nosaka kvadrātfunkcijas īpašības.","no pievienoatā faila 2.uzdevums
 9kl-DL-kvadr-fja-1.pdf
8.12.2025","Kvadrātfunkcijas.","4.temats"
"8.12.2025","Kvadrātfunkcijas grafika konstruēšana un īpašību noteikšana. SR: nosakot kvadrātfunkcijas raksturīgos funktus, konstruē kvadrātfunkcijas grafiku; no grafika nosaka funkcijas īpašības.",,"Kvadrātfunkcijas.","4.temats"
"8.12.2025","Kvadrātfunkcijas grafika konstruēšana un īpašību noteikšana. SR: nosakot kvadrātfunkcijas raksturīgos funktus, konstruē kvadrātfunkcijas grafiku; no grafika nosaka funkcijas īpašības.",,"Kvadrātfunkcijas.","4.temats"
"8.12.2025","Kvadrātfunkcijas īpašību noteikšana. SR: atbilstoši dotajai informācijai, uzzīmē kvadrātfunkcijas grafika skici un nosaka prasītās funkcijas īpašības.","2. stabiņa 3.d; 3.stabiņa 4. c un 8.
 9kl-DL-kvadr-fja-1.pdf
9.12.2025","Kvadrātfunkcijas.","4.temats"
"9.12.2025","Kvadrātfunkcijas īpašību noteikšana. SR: atbilstoši dotajai informācijai, uzzīmē kvadrātfunkcijas grafika skici un nosaka prasītās funkcijas īpašības.","Gatavoties pārbaudes darbam par kvadrātvienādojumiem
10.12.2025","Kvadrātfunkcijas.","4.temats"
"10.12.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojuma sakne; doto vienādojumu pārveido formā ax2+bx+c =0; atrisina nepilnos kvadrātvienādojumus (vienādojuma kreiso pusi sadalot reizinātājos; izsakot nezināmā kvadrātu); kvadrātvienādojuma risināšana izmanto Vjeta teorēmu un palīgvienādojumu; pilnos kvadrātvienādojumus atrisina izmantojot sakņu formulas; izmanto diskriminantu, lai noteiktu vienādojuma sakņu skaitu; kvadrāttrinomu sadala reizinātājos; atrisina teksta uzdevumu kā matemātisk",,"Kvadrātfunkcijas.","4.temats"
"10.12.2025","Kvadrātvienādojumi. SR: zina, kas ir kvadrātvienādojuma sakne; doto vienādojumu pārveido formā ax2+bx+c =0; atrisina nepilnos kvadrātvienādojumus (vienādojuma kreiso pusi sadalot reizinātājos; izsakot nezināmā kvadrātu); kvadrātvienādojuma risināšana izmanto Vjeta teorēmu un palīgvienādojumu; pilnos kvadrātvienādojumus atrisina izmantojot sakņu formulas; izmanto diskriminantu, lai noteiktu vienādojuma sakņu skaitu; kvadrāttrinomu sadala reizinātājos; atrisina teksta uzdevumu kā matemātisk",,"Nevienādības un to sistēmas.","5.temats"
"12.12.2025","Kvadrātfunkcijas izmantošana vienādojumu risināšanā. SR: izmanto funkciju grafikus, lai atrisinātu vienādojumu.
 9kl-DL-kvadr-fjas-2.pdf","Pārbaudes darba par kvadrātvienādojumiem kļūdu labojums
15.12.2025","Nevienādības un to sistēmas.","5.temats"
"15.12.2025","Kvadrātfunkcijas izmantošana uzdevumos ar praktisku vai ģeometrisku saturu. SR: izmanto kvadrātfunkciju kā procesa matemātisko modeli, lai atrisinātu praktiska vai ģeometriska satura uzdevumus.
 9kl-DL-kvadr-fja-2.pdf",,"Nevienādības un to sistēmas.","5.temats"
"15.12.2025","Kvadrātfunkcijas izmantošana uzdevumos ar praktisku vai ģeometrisku saturu. SR: izmanto kvadrātfunkciju kā procesa matemātisko modeli, lai atrisinātu praktiska vai ģeometriska satura uzdevumus.",,"Nevienādības un to sistēmas.","5.temats"
